word,late,age,links
mess (n.),,1300,Old French%Late Latin
message (n.),,1300,Old French%Medieval Latin%Latin
messenger (n.),,1200,Old French
messiah (n.),,1300,Late Latin%Greek%Aramaic
messianic (adj.),,1831,Modern Latin
messuage (n.),late ,14,Anglo-French
mestizo (adj.),,1580,Spanish%Late Latin%Latin
meta-,,1,Greek%PIE
metabolic (adj.),,1845,German%Greek
metabolism (n.),,1878,French%Greek
metabolize (v.),,1887,Greek
metacarpus (n.),,1650,Greek
metal (n.),mid-,13,Old French%Latin%Greek
metallic (adj.),,1560,Middle French%Latin%Greek
metallurgy (n.),,1704,Modern Latin%Greek
metamorphize (v.),,1590,Greek
metamorphose (v.),,1570,Middle French%Latin
metamorphosis (n.),,1530,Latin%Greek
metanoia (n.),,1768,Greek
metaphor (n.),late ,15,Middle French%Latin%Greek
metaphrastic (adj.),,1778,Greek
metaphysic (n.),late ,14,Medieval Latin
metaphysical (adj.),early ,15,Medieval Latin%Medieval Latin
metaphysician (n.),,1590,Middle French
metaphysics (n.),,1560,Medieval Latin%Greek
metastasis (n.),,1570,Late Latin%Greek%PIE
metatarsal (adj.),,1739,Modern Latin
metathesis (n.),,1570,Late Latin%Greek
mete (v.),-,-,Proto-Germanic%PIE
mete (n.),late ,15,Old French%Latin
metempsychosis (n.),,1580,Late Latin%Greek
meteor (n.),late ,15,Middle French%Medieval Latin%Greek
meteorological (adj.),,1560,Middle French
meteorology (n.),,1610,French%Greek
meter (n.1),,2,Latin%Greek%PIE
meter (n.2),,1797,French%Greek%PIE
meter (n.3),,1832,French%Latin
method (n.),early ,15,Latin%Greek
methodical (adj.),,1560,Middle French%Late Latin%Greek
methodology (n.),,1800,French%Modern Latin
methyl (n.),,1840,German%French%French
methylene (n.),,1835,French%Greek
metic (n.),,1808,Late Latin%Greek
meticulous (adj.),,1530,Latin
metier (n.),,1792,French%Old French%Gallo-Roman%Latin
Metis,,2,Greek%PIE
metis (n.),-,-,French%Late Latin%Latin
metonymy (n.),,1560,French%Late Latin%Greek
metric (adj.),,1855,French
metric (n.),,1760,Greek
metrical (adj.),early ,15,Latin%Greek
metronymic (adj.),,1881,Late Greek
metropolis (n.),,1530,Late Latin
metropolitan (n.),early ,15,Late Latin%Greek
metropolitan (adj.),,1540,Late Latin%Greek
mew (n.1),-,-,Proto-Germanic
mew (n.2),,1300,Old French%Latin
mezzanine (n.),,1711,French%Italian%Latin
mezzo (adj.),,1753,Latin
miasma (n.),,1660,Modern Latin%Greek
mica (n.),,1706,PIE
micacious (adj.),,1836,Late Latin
Micah,-,-,Hebrew
Michael,-,-,Late Latin%Greek%Hebrew
mickle (adj.),-,-,Proto-Germanic%PIE
microbe (n.),,1878,French%Greek
microbial (adj.),,1879,Modern Latin
microcephalic (adj.),,1845,French%Modern Latin%Greek
microcosm (n.),,1200,Middle French%Medieval Latin%Greek
microfiche (n.),,1950,French
micrology (n.),,1650,Greek
micromania (n.),,1879,Greek
micron (n.),,1892,Greek
microphone (n.),,1680,Greek
microscope (n.),,1650,Modern Latin%Greek
micturition (n.),,1725,Latin%PIE
"mid (prep., adj.)",-,-,Proto-Germanic%PIE
midday (n.),-,-,Old English
middle (adj.),,1815,Old English%West Germanic%Proto-Germanic
middling (adj.),,1540,Scottish
Midgard,,1882,Old Norse
midge (n.),,1796,Old English%Proto-Germanic
Midi,,1883,French
midmost (adj.),-,-,Old English
midriff (n.),,18,Proto-Germanic%PIE
midst (n.),,1400,Middle English
midway (n.),,1893,Old English
midwife (n.),,1300,Middle English
might (n.),,1,Old English%Proto-Germanic
mightiness (n.),-,-,Old English
migraine (n.),late ,14,Old French%Greek
migrant (adj.),,1670,Latin
migrate (v.),,1690,Latin
migration (n.),,1610,Latin%PIE
migratory (adj.),,1753,Latin
mil (n.),,1721,Latin
Milan,-,-,Gaulish
milch (adj.),-,-,Old English%West Germanic
mild (adj.),,1400,Proto-Germanic%PIE
mildew (n.),mid-,13,Old English
mildness (n.),-,-,Old English
mile (n.),,1,Old English%West Germanic%Latin
milieu (n.),,1877,French
militant (adj.),early ,15,Middle French%Latin
militarism (n.),,1864,French
military (adj.),mid-,15,Middle French%Latin
militate (v.),,1620,Latin
militia (n.),,1580,Latin
milk (n.),,382,Proto-Germanic%PIE
milk (v.),,1520,Old English%Proto-Germanic%PIE
mill (n.1),,10,Late Latin%Latin%PIE%Late Latin
mill-wheel (n.),,1,Old English
millenarian (n.),,1550,Latin
millenary (adj.),,1570,Latin
millennium (n.),,1630,Modern Latin%Latin
millet (n.),,1400,Middle French%Latin
milliard (n.),,1793,French
milligram (n.),,1802,French
milliliter (n.),,1802,French
millimeter (n.),,1802,French
million (n.),late ,14,Old French%Italian%Latin
millionaire (n.),,1821,French
millipede (n.),,1600,Latin
millstone (n.),,1,Old English
milt (n.),late ,15,Proto-Germanic
mime (n.),,1600,French%Latin%Greek
mimeograph (n.),,1889,Greek
mimesis (n.),,1540,Greek
mimetic (adj.),,1630,Greek
mimic (n.),,1580,Latin%Greek
mimic (adj.),,1590,Latin%Greek
mimosa (n.),,1731,Latin
minacious (adj.),,1650,Latin
minaret (n.),,1680,French%Turkish%Arabic
minatory (adj.),,1530,Middle French%Late Latin
mince (v.),late ,14,Old French%Vulgar Latin%Late Latin%Latin
mind (n.),late ,12,Old English%PIE
mine (pron.),,13,Proto-Germanic
mine (n.1),,1300,Old French%Old Celtic
mine (v.1),,1300,Old French
miner (n.),late ,13,Old French
mineral (n.),late ,14,Medieval Latin
mineral (adj.),early ,15,Old French%Medieval Latin
mineralogy (n.),,1680,French
Minerva,late ,14,Latin%Old Latin%PIE
minestrone (n.),,1871,Italian%Latin
mingle (v.),mid-,15,Old English%Proto-Germanic%PIE
miniature (n.),,1580,Italian%Latin
minim (n.),mid-,15,Latin
minimal (adj.),,1660,Latin
minimum (n.),,1660,Latin
minimus (n.),,1580,Latin
minion (n.),,1500,Middle French%Old French%Old High German
minister (v.),early ,14,Old French%Latin
minister (n.),,1300,Old French%Latin
ministerial (adj.),,1560,Middle French%Medieval Latin%Latin
ministerium (n.),,1881,Latin
ministration (n.),mid-,14,Old French%Latin
ministry (n.),late ,14,Old French%Latin
miniver (n.),,1300,Old French
minnesinger (n.),,1825,German
minnow (n.),early ,15,Proto-Germanic%PIE
minor (n.),early ,14,Latin
minor (adj.),early ,13,Latin%PIE%Latin
minority (n.),,1530,Middle French%Medieval Latin%Latin
Minotaur (n.),late ,14,Greek
minster (n.),,8,Late Latin
minstrel (n.),early ,13,Old French%Medieval Latin%Late Latin%Latin
minstrelsy (n.),,1300,Anglo-French%Old French
mint (n.1),,8,West Germanic%Latin%Greek
mint (n.2),early ,15,Old English%West Germanic%Latin
minuend (n.),,1706,Latin
minuet (n.),,1670,French%Old French%Latin
minus (prep.),late ,15,Latin%PIE
minuscule (n.),,1705,French%Latin
minute (n.),late ,14,Old French%Medieval Latin%Latin
minute (adj.),early ,15,Latin
minutes (n.),,1710,Latin
minutia (n.),,1751,Latin
minx (n.),,1540,Middle Dutch
Miocene (adj.),,1831,Greek
miosis (n.),,1819,Greek
Mir,late ,20,Old Church Slavonic%Proto-Slavic%PIE
miracle (n.),mid-,12,Old French%Latin%PIE
miraculous (adj.),mid-,15,Middle French%Medieval Latin%Latin
mirage (n.),,1812,French%Latin
mire (n.),,1300,Proto-Germanic%PIE
Miriam,,20,Hebrew
mirror (n.),early ,13,Old French%Vulgar Latin
mirth (n.),,2,Old English%Proto-Germanic
mis- (1),,1,Old English%Proto-Germanic%PIE
mis- (2),,1,Vulgar Latin%Latin
misadventure (n.),late ,13,Old French
misanthrope (n.),,1560,Greek
misanthropy (n.),,1650,Greek
miscegenation (n.),,1864,Latin
miscellaneous (adj.),,1630,Latin
miscellany (n.),,1590,Latin
mischance (n.),,1300,Old French%Vulgar Latin
mischief (n.),,1300,Old French%Vulgar Latin%Latin
miscible (adj.),,1560,Medieval Latin%Latin
miscount (v.),late ,14,Old French
miscreant (adj.),,1300,Old French%Latin
miscreant (n.),late ,14,Old French
misdeed (n.),,1,Old English
misdo (v.),,1,Old English
mise en scene,,1833,Latin
miser (n.),,1540,Latin
miserable (adj.),early ,15,Old French%Latin
Miserere (n.),,51,Latin
misery (n.),late ,14,Old French%Latin
misfeasance (n.),,1590,Middle French%Latin
mislead (v.),,1,Old English
mislike (v.),,1,Old English
misnomer (n.),mid-,15,Latin
misogamy (n.),,1650,Modern Latin%Greek
misogynist (n.),,1610,Greek
misogyny (n.),,1650,Modern Latin%Greek
misprision (n.),early ,15,Anglo-French%Old French%Latin
miss (v.),,1,Old English%Proto-Germanic%PIE
miss (n.1),late ,12,Old English
missal (n.),,1300,Old French%Medieval Latin%Late Latin
missel (n.),-,-,Old English%Proto-Germanic
missile (n.),,1650,French%Latin
mission (n.),,1590,Latin
missionary (adj.),,1640,Modern Latin%Latin
missive (n.),mid-,15,Medieval Latin%Latin
mist (n.),-,-,Old English%Proto-Germanic%PIE
misthink (v.),,240,Old English
mistletoe (n.),-,-,Old English
mistral (n.),,1600,Latin
mistress (n.),early ,14,Old French
misty (adj.),,2,Old English
mite (n.1),,2,Proto-Germanic%Proto-Germanic%PIE
mite (n.2),mid-,14,Proto-Germanic%PIE
Mithras,,1550,Greek%Avestan%Indo-Iranian%PIE
mithridate (n.),,1,Medieval Latin%Late Latin
mitigant (adj.),,1540,Latin
mitigate (v.),early ,15,Latin
mitigation (n.),mid-,14,Latin
mitochondria (n.),,1901,Greek
mitosis (n.),,1887,Greek
mitrailleuse (n.),,19,French%Old French
mitral (adj.),,1600,French%Modern Latin%Latin
mitre (n.),late ,14,Old French%Latin%Greek%PIE
mitten (n.),late ,14,Old French%Old French%Medieval Latin%Middle High German%Vulgar Latin%Latin
mitzvah (n.),,1640,Hebrew
mix (v.),,1530,Middle English%Anglo-French%Latin%PIE
mixo-,-,-,Greek
mixture (n.),early ,15,Old French%Latin
mizzen (n.),early ,15,Middle French%Old French%Catalan%Latin
mnemonic (adj.),,1753,Greek%PIE
Mnemosyne,-,-,Greek
mnesic (adj.),-,-,Greek
mnestic (adj.),-,-,Greek
moan (v.),mid-,13,Old English
moat (n.),mid-,14,Old French%Medieval Latin%Gaulish
mob (n.),,1680,Latin
mobile (adj.),late ,15,Middle French%Latin
mobility (n.),early ,15,Old French%Latin
mobilization (n.),,1799,French
mobilize (v.),,1833,French
moccasin (n.),,1610,Central Atlantic Coast Algonquian
mock (v.),early ,15,Old French%Vulgar Latin%Latin%Middle Dutch
mockery (n.),early ,15,Old French
modal (adj.),,1560,Middle French%Medieval Latin%Latin
modality (n.),,1610,Old French%Medieval Latin
mode (n.1),late ,14,Latin%PIE
mode (n.2),,1640,French%Latin
model (n.),,1570,Middle French%Italian%Vulgar Latin%Latin
Modena,-,-,Latin
moderate (adj.),late ,14,Latin%PIE
moderate (v.),early ,15,Latin
moderation (n.),early ,15,Old French%Latin
moderator (n.),late ,14,Latin
modern (adj.),,1500,Middle French%Late Latin%Latin
modernity (n.),,1620,Medieval Latin
modernize (v.),,1748,French
modest (adj.),,1560,Middle French%Latin
modesty (n.),,1530,Middle French%Latin
modicum (n.),late ,15,Latin
modification (n.),,1500,Middle French%Latin
modify (v.),late ,14,Old French%Latin
modular (adj.),,1798,French%Modern Latin%Latin
modulate (v.),,1610,Latin
modulation (n.),late ,14,Old French%Latin
modulator (n.),,1500,Latin
module (n.),,1580,Middle French%Latin
modus (n.),,1640,Latin
Moeris,-,-,Egyptian
Mogadishu,-,-,Arabic
Mogen David,,1904,Hebrew
mohair (n.),,1610,Middle French%Arabic
moiety (n.),mid-,15,Old French%Latin
moil (v.),,1400,Old French%Vulgar Latin%Latin%PIE
Moira,-,-,Greek
moire (n.),,1650,French
moist (adj.),late ,14,Old French%Vulgar Latin%Latin
moisture (n.),mid-,14,Old French
mola (n.1),,1670,Latin
mola (n.2),,1600,Latin
molar (n.),mid-,14,Latin%PIE
molasses (n.),,1580,Portuguese%Late Latin%Latin
mold (n.1),,1200,Old French%Latin
mold (n.2),early ,15,Proto-Germanic%PIE
mold (n.3),,2,Proto-Germanic%PIE
Moldova,-,-,PIE
moldwarp (n.),early ,14,Proto-Germanic
mole (n.1),late ,14,Proto-Germanic%PIE
mole (n.3),,1540,Middle French%Latin%PIE
mole (n.4),,1902,German
molecular (adj.),,1823,French
molecule (n.),,1794,French%Modern Latin
molest (v.),late ,14,Old French%Latin
molestation (n.),,1400,Old French%Medieval Latin
mollification (n.),late ,14,Old French%Medieval Latin
mollify (v.),late ,14,Old French%Late Latin%Latin
Mollusca (n.),,1797,Modern Latin
mollusk (n.),,1783,French%Modern Latin
molly (n.),,1857,Dutch
Moloch,,21,Latin%Greek%Hebrew
molt (v.),mid-,14,Old English%Latin
molybdenum (n.),,1816,Greek
moment (n.),mid-,14,Old French%Latin
momentary (adj.),mid-,15,Latin
momentum (n.),,1690,Latin
Momus (n.),,1560,Greek
Mona,-,-,Irish
monad (n.),,1610,Late Latin%Greek
monarch (n.),mid-,15,Middle French%Late Latin%Greek
monarchic (adj.),,1570,Middle French%Greek
monarchism (n.),-,-,French
monarchy (n.),mid-,14,Old French%Late Latin%Greek
monastery (n.),,1400,Old French%Late Latin%Ecclesiastical Greek
monastic (adj.),mid-,15,Middle French%Late Latin%Ecclesiastical Greek%Greek
mondo (adj.),,1979,Italian
monetary (adj.),,1802,Late Latin%Latin
monetize (v.),,1880,Latin
money (n.),mid-,13,Old French%Latin
monger (n.),,12,Proto-Germanic%Latin%PIE
mongrel (n.),late ,15,Old English%Proto-Germanic
monism (n.),,1862,Modern Latin%Greek
monist (n.),,1836,Greek
monition (n.),late ,14,Old French%Latin
monitor (n.),,1540,Latin%PIE
monitory (adj.),late ,15,Latin
monk (n.),,16,Old English%Proto-Germanic%Vulgar Latin%Late Latin%Ecclesiastical Greek
monkey (n.),,1520,Old Italian%Arabic
mono-,-,-,Greek%PIE
monoceros (n.),,1300,Old French%Latin%Greek
monochrome (n.),,1660,Greek
monocle (n.),,1886,French%Late Latin%Greek
monocular (adj.),,1630,Late Latin%Greek
monogamous (adj.),,1770,Medieval Latin%Greek
monogamy (n.),,1610,French%Late Latin%Greek
monogram (n.),,1690,French%Late Latin%Late Greek%Greek
monolith (n.),,1848,French%Latin%Greek
monologue (n.),,1660,French%Late Greek%Greek
monomania (n.),,1820,Modern Latin%Greek
monophonic (adj.),,1958,Greek
Monophysite,,1690,Church Latin%Greek
monopoly (n.),,1530,Latin%Greek%PIE
monosyllable (n.),,1530,Latin%Greek
monotheism (n.),,1650,Greek
monotonous (adj.),,1750,Greek
monotony (n.),,1706,French%Greek
mons (n.),,1690,Latin
monseigneur (n.),,1600,French%Latin
monsieur (n.),,1510,French
monsignor (n.),,1640,Italian
monsoon (n.),,1580,Dutch%Portuguese%Arabic
monster (n.),early ,14,Old French%Latin
monstrosity (n.),,1550,Late Latin%Latin
monstrous (adj.),mid-,15,Middle French%Latin
montage (n.),,1929,French%Old French
montagnard (n.),,1842,French
Montana,,1864,Latin
monte (n.),,1824,Spanish%Latin
month (n.),,1832,Old English%Proto-Germanic
Montmartre,,258,Latin
monument (n.),late ,13,Old French%Latin
monumental (adj.),,1600,Late Latin
mooch (v.),mid-,15,Old French
mood (n.1),,1580,Proto-Germanic
moodiness (n.),,1858,Old English
moody (adj.),,240,Proto-Germanic
moon (n.),,339,Old English%Proto-Germanic%PIE
moor (v.),late ,15,Middle Low German%West Germanic
moor (n.),-,-,Proto-Germanic
Moor (n.),late ,14,Old French%Medieval Latin%Latin%Greek
moorland (n.),-,-,Old English
moot (n.),mid-,12,Old English%Proto-Germanic
mop (n.),late ,15,Latin
moppet (n.),,1600,Middle English
moraine (n.),,1789,French%Vulgar Latin
moral (adj.),mid-,14,Old French%Latin%Latin
moral (n.),,1500,French
morale (n.),,1752,French
morality (n.),late ,14,Old French%Late Latin%Latin
moralize (v.),,1400,Old French%Late Latin
morass (n.),,1650,Dutch%Middle Dutch%Old French%West Germanic%Proto-Germanic
moratorium (n.),,1875,Latin%PIE
moray (n.),,1620,Portuguese%Latin%Greek
morbid (adj.),,1650,Latin%PIE
mordacious (adj.),,1640,Latin%PIE
mordant (adj.),late ,15,Middle French%Latin%PIE
Mordecai,-,-,Hebrew
more (adj.),early ,13,Proto-Germanic%PIE
morel (n.),,1670,French%Proto-Germanic
morello (n.),,1640,Latin
mores (n.),,1907,Latin
Moresco (adj.),,1550,Italian
morganatic (adj.),,1727,French%Medieval Latin%Old High German
morgue (n.),,1821,French
moribund (adj.),,1721,Middle French%Latin
Morisco (adj.),,1550,Spanish
Mormon (n.),,1830,English
morn (n.),-,-,Middle English%Proto-Germanic%PIE
Moro,,1886,Spanish
Morocco,-,-,Berber%Arabic
morose (adj.),,1530,Latin
morpheme (n.),,1896,German%Greek
Morpheus,-,-,Greek%PIE
morphic (adj.),,1826,Greek
morphine (n.),,1828,French%Greek%PIE
morphosis (n.),-,-,Greek
morris dance (n.),mid-,15,Flemish%Old French
morsel (n.),late ,13,Old French%Latin
mort (n.2),,1500,French%Latin
mortal (adj.),mid-,14,Old French%Latin
mortality (n.),mid-,14,Old French%Latin
mortar (n.1),late ,13,Old French%Latin
mortar (n.2),,1300,Old French%Latin
mortar (n.3),,1550,Middle French
mortarboard (n.),,1854,French
mortgage (n.),late ,14,Old French
mortification (n.),late ,14,Late Latin
mortify (v.),late ,14,Old French%Late Latin%Latin
mortise (n.),,1400,Old French%Arabic
mortmain (n.),mid-,15,Anglo-French%Medieval Latin
mortuary (n.),early ,14,Anglo-French%Medieval Latin%Latin
mortuary (adj.),,1510,Late Latin%Latin
Morus (n.),-,-,Latin
mosaic (n.),,1400,Old French%Italian%Medieval Latin%Latin
Mosaic (adj.),,1660,Modern Latin
mosasaurus (n.),,1830,Latin
Moses,,2,Greek%Hebrew
mosey (v.),,1829,Spanish
mosque (n.),,1717,Middle French%Italian%Spanish%Arabic
mosquito (n.),,1580,Spanish%Latin%PIE
moss (n.),,1362,Old English%Proto-Germanic%Old Norse%PIE
most (adj.),,1400,Proto-Germanic
Mosul,-,-,Arabic
mot (n.),,1580,French%Latin
motet (n.),late ,14,Old French
mother (n.1),,240,Old English%Proto-Germanic%PIE
mother (n.2),-,-,Middle Dutch%PIE
motherless (adj.),-,-,Old English
motif (n.),,1848,French
motility (n.),,1827,French%Latin
motion (n.),late ,14,Old French%Latin
motive (n.),mid-,14,Old French%Medieval Latin%Latin
motive (adj.),late ,14,Old French%Medieval Latin
motley (adj.),late ,14,Anglo-French%Old English
moto-,-,-,Latin
motor (n.),mid-,15,Latin
motto (n.),,1580,Italian%Late Latin%Latin
moue (n.),,1850,French%Old French%Middle Dutch
mount (v.),,1300,Old French%Vulgar Latin%Latin
mount (n.1),mid-,13,Anglo-French%Old English%Latin%PIE
mountain (n.),,1200,Old French%Vulgar Latin%Latin
mountainous (adj.),late ,14,Old French%Vulgar Latin
mountebank (n.),,1570,Italian
mourn (v.),-,-,Proto-Germanic%PIE
mourning (n.),-,-,Old English
mouse (n.),,1620,Proto-Germanic%PIE
mousse (n.),,1892,French%Old French%Late Latin%Latin
mouth (n.),,1200,Proto-Germanic%PIE
mouton enrage (n.),,1932,French
movable (adj.),late ,14,Old French
move (v.),late ,13,Anglo-French%Latin%PIE
movement (n.),late ,14,Old French%Medieval Latin%Latin
mow (v.),,4,Old English%Proto-Germanic%PIE
mow (n.),-,-,Proto-Germanic
Mozarab (n.),-,-,Spanish%Arabic
mozzarella (n.),,1911,Italian%Vulgar Latin
Mstislav,,1,Russian%Proto-Slavic%PIE
much (adj.),,1200,Middle English%Old English%Proto-Germanic%PIE
mucilage (n.),late ,14,Old French%Late Latin%Latin
mucilaginous (adj.),early ,15,Medieval Latin%Late Latin
muck (n.),mid-,13,Proto-Germanic
muckluck (n.),,1868,Eskimo
mucose (adj.),,1731,Latin
mucous (adj.),,1640,Latin
mucus (n.),,1660,Latin%PIE
mud (n.),mid-,14,Middle Low German%Proto-Germanic%PIE
muddle (v.),,1590,Dutch
muesli (n.),,1926,Old High German%Proto-Germanic%PIE
muezzin (n.),,1580,Arabic
muff (n.),,1590,Dutch%Middle Dutch%Middle French%Old French%Medieval Latin
muffin (n.),,1703,Low German
muffle (v.),early ,15,Middle French%Old French
mufti (n.),,1580,Arabic
muggy (adj.),,1731,PIE
mugwort (n.),-,-,West Germanic
mulatto (n.),,1590,Latin
mulberry (n.),late ,14,Latin%Greek%PIE
mulch (n.),,1650,Old English%Proto-Germanic%PIE
mulct (v.),late ,15,Middle French%Latin
mule (n.1),,12,Old English%Latin
mule (n.2),,1560,Middle French%Latin
muleteer (n.),,1530,Middle French
mull (v.1),,1873,Middle Dutch
mull (v.2),,1600,Dutch%Flemish
mull (n.),late ,14,Old Norse%Old Celtic
mullah (n.),,1610,Turkish%Arabic
mullein (n.),mid-,15,Anglo-French%French%Latin
mullet (n.1),mid-,15,Anglo-French%Medieval Latin%Latin%Greek%PIE
